,iteration,success,reached_goal,num_steps,steps_efficiency,total_reward,final_reward,reward_per_step,termination_type,cumulative_success_rate,rolling_success_rate_3,rolling_success_rate_5,rolling_success_rate_10,rolling_avg_steps_3,rolling_avg_steps_5,rolling_avg_steps_10,cumulative_reward,rolling_avg_steps_success_3,rolling_avg_steps_success_5,rolling_avg_steps_success_10
0,0,0,False,10,0.1,0,0,0.0,hole,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0,,,
1,1,0,False,11,0.09090909090909091,0,0,0.0,hole,0.0,0.0,0.0,0.0,10.5,10.5,10.5,0,,,
2,2,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,11.666666666666666,11.666666666666666,11.666666666666666,1,14.0,14.0,14.0
3,3,0,False,5,0.2,0,0,0.0,hole,0.25,0.3333333333333333,0.25,0.25,10.0,10.0,10.0,1,14.0,14.0,14.0
4,4,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,0.4,0.6666666666666666,0.4,0.4,11.0,10.8,10.8,2,14.0,14.0,14.0
5,5,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,0.5,0.6666666666666666,0.6,0.5,11.0,11.6,11.333333333333334,3,14.0,14.0,14.0
6,6,1,True,10,0.1,1,1,0.1,goal,0.5714285714285714,1.0,0.8,0.5714285714285714,12.666666666666666,11.4,11.142857142857142,4,12.666666666666666,13.0,13.0
7,7,1,True,13,0.07692307692307693,1,1,0.07692307692307693,goal,0.625,1.0,0.8,0.625,12.333333333333334,11.2,11.375,5,12.333333333333334,12.75,13.0
8,8,1,True,19,0.05263157894736842,1,1,0.05263157894736842,goal,0.6666666666666666,1.0,1.0,0.6666666666666666,14.0,14.0,12.222222222222221,6,14.0,14.0,14.0
9,9,0,False,12,0.08333333333333333,0,0,0.0,hole,0.6,0.6666666666666666,0.8,0.6,14.666666666666666,13.6,12.2,6,16.0,14.0,14.0
