,iteration,success,reached_goal,num_steps,steps_efficiency,total_reward,final_reward,reward_per_step,termination_type,cumulative_success_rate,rolling_success_rate_3,rolling_success_rate_5,rolling_success_rate_10,rolling_avg_steps_3,rolling_avg_steps_5,rolling_avg_steps_10,cumulative_reward,rolling_avg_steps_success_3,rolling_avg_steps_success_5,rolling_avg_steps_success_10
0,0,1,True,16,0.0625,1,1,0.0625,goal,1.0,1.0,1.0,1.0,16.0,16.0,16.0,1,16.0,16.0,16.0
1,1,1,True,23,0.043478260869565216,1,1,0.043478260869565216,goal,1.0,1.0,1.0,1.0,19.5,19.5,19.5,2,19.5,19.5,19.5
2,2,0,False,26,0.038461538461538464,0,0,0.0,hole,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,21.666666666666668,21.666666666666668,21.666666666666668,2,19.5,19.5,19.5
3,3,1,True,27,0.037037037037037035,1,1,0.037037037037037035,goal,0.75,0.6666666666666666,0.75,0.75,25.333333333333332,23.0,23.0,3,25.0,22.0,22.0
4,4,1,True,21,0.047619047619047616,1,1,0.047619047619047616,goal,0.8,0.6666666666666666,0.8,0.8,24.666666666666668,22.6,22.6,4,24.0,21.75,21.75
5,5,1,True,22,0.045454545454545456,1,1,0.045454545454545456,goal,0.8333333333333334,1.0,0.8,0.8333333333333334,23.333333333333332,23.8,22.5,5,23.333333333333332,23.25,21.8
6,6,1,True,23,0.043478260869565216,1,1,0.043478260869565216,goal,0.8571428571428571,1.0,0.8,0.8571428571428571,22.0,23.8,22.571428571428573,6,22.0,23.25,22.0
7,7,0,False,12,0.08333333333333333,0,0,0.0,hole,0.75,0.6666666666666666,0.8,0.75,19.0,21.0,21.25,6,22.5,23.25,22.0
8,8,1,True,28,0.03571428571428571,1,1,0.03571428571428571,goal,0.7777777777777778,0.6666666666666666,0.8,0.7777777777777778,21.0,21.2,22.0,7,25.5,23.5,22.857142857142858
9,9,1,True,26,0.038461538461538464,1,1,0.038461538461538464,goal,0.8,0.6666666666666666,0.8,0.8,22.0,22.2,22.4,8,27.0,24.75,23.25
