,iteration,success,reached_goal,num_steps,steps_efficiency,total_reward,final_reward,reward_per_step,termination_type,cumulative_success_rate,rolling_success_rate_3,rolling_success_rate_5,rolling_success_rate_10,rolling_avg_steps_3,rolling_avg_steps_5,rolling_avg_steps_10,cumulative_reward,rolling_avg_steps_success_3,rolling_avg_steps_success_5,rolling_avg_steps_success_10
0,0,1,True,8,0.125,1,1,0.125,goal,1.0,1.0,1.0,1.0,8.0,8.0,8.0,1,8.0,8.0,8.0
1,1,1,True,10,0.1,1,1,0.1,goal,1.0,1.0,1.0,1.0,9.0,9.0,9.0,2,9.0,9.0,9.0
2,2,1,True,10,0.1,1,1,0.1,goal,1.0,1.0,1.0,1.0,9.333333333333334,9.333333333333334,9.333333333333334,3,9.333333333333334,9.333333333333334,9.333333333333334
3,3,1,True,8,0.125,1,1,0.125,goal,1.0,1.0,1.0,1.0,9.333333333333334,9.0,9.0,4,9.333333333333334,9.0,9.0
4,4,1,True,8,0.125,1,1,0.125,goal,1.0,1.0,1.0,1.0,8.666666666666666,8.8,8.8,5,8.666666666666666,8.8,8.8
5,5,1,True,8,0.125,1,1,0.125,goal,1.0,1.0,1.0,1.0,8.0,8.8,8.666666666666666,6,8.0,8.8,8.666666666666666
6,6,1,True,8,0.125,1,1,0.125,goal,1.0,1.0,1.0,1.0,8.0,8.4,8.571428571428571,7,8.0,8.4,8.571428571428571
7,7,1,True,8,0.125,1,1,0.125,goal,1.0,1.0,1.0,1.0,8.0,8.0,8.5,8,8.0,8.0,8.5
8,8,1,True,20,0.05,1,1,0.05,goal,1.0,1.0,1.0,1.0,12.0,10.4,9.777777777777779,9,12.0,10.4,9.777777777777779
9,9,1,True,8,0.125,1,1,0.125,goal,1.0,1.0,1.0,1.0,12.0,10.4,9.6,10,12.0,10.4,9.6
