,iteration,success,reached_goal,num_steps,steps_efficiency,total_reward,final_reward,reward_per_step,termination_type,cumulative_success_rate,rolling_success_rate_3,rolling_success_rate_5,rolling_success_rate_10,rolling_avg_steps_3,rolling_avg_steps_5,rolling_avg_steps_10,cumulative_reward,rolling_avg_steps_success_3,rolling_avg_steps_success_5,rolling_avg_steps_success_10
0,0,1,True,16,0.0625,1,1,0.0625,goal,1.0,1.0,1.0,1.0,16.0,16.0,16.0,1,16.0,16.0,16.0
1,1,0,False,16,0.0625,0,0,0.0,hole,0.5,0.5,0.5,0.5,16.0,16.0,16.0,1,16.0,16.0,16.0
2,2,0,False,9,0.1111111111111111,0,0,0.0,hole,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.666666666666666,13.666666666666666,13.666666666666666,1,16.0,16.0,16.0
3,3,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,0.5,0.3333333333333333,0.5,0.5,13.0,13.75,13.75,2,14.0,15.0,15.0
4,4,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,0.6,0.6666666666666666,0.6,0.6,12.333333333333334,13.8,13.8,3,14.0,14.666666666666666,14.666666666666666
5,5,1,True,11,0.09090909090909091,1,1,0.09090909090909091,goal,0.6666666666666666,1.0,0.6,0.6666666666666666,13.0,12.8,13.333333333333334,4,13.0,13.0,13.75
6,6,1,True,21,0.047619047619047616,1,1,0.047619047619047616,goal,0.7142857142857143,1.0,0.8,0.7142857142857143,15.333333333333334,13.8,14.428571428571429,5,15.333333333333334,15.0,15.2
7,7,1,True,16,0.0625,1,1,0.0625,goal,0.75,1.0,1.0,0.75,16.0,15.2,14.625,6,16.0,15.2,15.333333333333334
8,8,1,True,16,0.0625,1,1,0.0625,goal,0.7777777777777778,1.0,1.0,0.7777777777777778,17.666666666666668,15.6,14.777777777777779,7,17.666666666666668,15.6,15.428571428571429
9,9,1,True,17,0.058823529411764705,1,1,0.058823529411764705,goal,0.8,1.0,1.0,0.8,16.333333333333332,16.2,15.0,8,16.333333333333332,16.2,15.625
