,iteration,success,reached_goal,num_steps,steps_efficiency,total_reward,final_reward,reward_per_step,termination_type,cumulative_success_rate,rolling_success_rate_3,rolling_success_rate_5,rolling_success_rate_10,rolling_avg_steps_3,rolling_avg_steps_5,rolling_avg_steps_10,cumulative_reward,rolling_avg_steps_success_3,rolling_avg_steps_success_5,rolling_avg_steps_success_10
0,0,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,1.0,1.0,1.0,1.0,14.0,14.0,14.0,1,14.0,14.0,14.0
1,1,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,1.0,1.0,1.0,1.0,14.0,14.0,14.0,2,14.0,14.0,14.0
2,2,1,True,16,0.0625,1,1,0.0625,goal,1.0,1.0,1.0,1.0,14.666666666666666,14.666666666666666,14.666666666666666,3,14.666666666666666,14.666666666666666,14.666666666666666
3,3,1,True,18,0.05555555555555555,1,1,0.05555555555555555,goal,1.0,1.0,1.0,1.0,16.0,15.5,15.5,4,16.0,15.5,15.5
4,4,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,1.0,1.0,1.0,1.0,16.0,15.2,15.2,5,16.0,15.2,15.2
5,5,0,False,11,0.09090909090909091,0,0,0.0,hole,0.8333333333333334,0.6666666666666666,0.8,0.8333333333333334,14.333333333333334,14.6,14.5,5,16.0,15.5,15.2
6,6,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,0.8571428571428571,0.6666666666666666,0.8,0.8571428571428571,13.0,14.6,14.428571428571429,6,14.0,15.5,15.0
7,7,1,True,20,0.05,1,1,0.05,goal,0.875,0.6666666666666666,0.8,0.875,15.0,15.4,15.125,7,17.0,16.5,15.714285714285714
8,8,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,0.8888888888888888,1.0,0.8,0.8888888888888888,16.0,14.6,15.0,8,16.0,15.5,15.5
9,9,1,True,16,0.0625,1,1,0.0625,goal,0.9,1.0,0.8,0.9,16.666666666666668,15.0,15.1,9,16.666666666666668,16.0,15.555555555555555
