,iteration,success,reached_goal,num_steps,steps_efficiency,total_reward,final_reward,reward_per_step,termination_type,cumulative_success_rate,rolling_success_rate_3,rolling_success_rate_5,rolling_success_rate_10,rolling_avg_steps_3,rolling_avg_steps_5,rolling_avg_steps_10,cumulative_reward,rolling_avg_steps_success_3,rolling_avg_steps_success_5,rolling_avg_steps_success_10
0,0,1,True,17,0.058823529411764705,1,1,0.058823529411764705,goal,1.0,1.0,1.0,1.0,17.0,17.0,17.0,1,17.0,17.0,17.0
1,1,0,False,8,0.125,0,0,0.0,hole,0.5,0.5,0.5,0.5,12.5,12.5,12.5,1,17.0,17.0,17.0
2,2,1,True,18,0.05555555555555555,1,1,0.05555555555555555,goal,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,14.333333333333334,14.333333333333334,14.333333333333334,2,17.5,17.5,17.5
3,3,0,False,12,0.08333333333333333,0,0,0.0,hole,0.5,0.3333333333333333,0.5,0.5,12.666666666666666,13.75,13.75,2,18.0,17.5,17.5
4,4,0,False,16,0.0625,0,0,0.0,hole,0.4,0.3333333333333333,0.4,0.4,15.333333333333334,14.2,14.2,2,18.0,17.5,17.5
5,5,1,True,43,0.023255813953488372,1,1,0.023255813953488372,goal,0.5,0.3333333333333333,0.4,0.5,23.666666666666668,19.4,19.0,3,43.0,30.5,26.0
6,6,0,False,7,0.14285714285714285,0,0,0.0,hole,0.42857142857142855,0.3333333333333333,0.4,0.42857142857142855,22.0,19.2,17.285714285714285,3,43.0,30.5,26.0
7,7,1,True,30,0.03333333333333333,1,1,0.03333333333333333,goal,0.5,0.6666666666666666,0.4,0.5,26.666666666666668,21.6,18.875,4,36.5,36.5,27.0
8,8,1,True,35,0.02857142857142857,1,1,0.02857142857142857,goal,0.5555555555555556,0.6666666666666666,0.6,0.5555555555555556,24.0,26.2,20.666666666666668,5,32.5,36.0,28.6
9,9,0,False,28,0.03571428571428571,0,0,0.0,hole,0.5,0.6666666666666666,0.6,0.5,31.0,28.6,21.4,5,32.5,36.0,28.6
