,iteration,success,reached_goal,num_steps,steps_efficiency,total_reward,final_reward,reward_per_step,termination_type,cumulative_success_rate,rolling_success_rate_3,rolling_success_rate_5,rolling_success_rate_10,rolling_avg_steps_3,rolling_avg_steps_5,rolling_avg_steps_10,cumulative_reward,rolling_avg_steps_success_3,rolling_avg_steps_success_5,rolling_avg_steps_success_10
0,0,1,True,20,0.05,1,1,0.05,goal,1.0,1.0,1.0,1.0,20.0,20.0,20.0,1,20.0,20.0,20.0
1,1,0,False,6,0.16666666666666666,0,0,0.0,hole,0.5,0.5,0.5,0.5,13.0,13.0,13.0,1,20.0,20.0,20.0
2,2,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,13.333333333333334,13.333333333333334,13.333333333333334,2,17.0,17.0,17.0
3,3,1,True,21,0.047619047619047616,1,1,0.047619047619047616,goal,0.75,0.6666666666666666,0.75,0.75,13.666666666666666,15.25,15.25,3,17.5,18.333333333333332,18.333333333333332
4,4,1,True,15,0.06666666666666667,1,1,0.06666666666666667,goal,0.8,1.0,0.8,0.8,16.666666666666668,15.2,15.2,4,16.666666666666668,17.5,17.5
5,5,1,True,29,0.034482758620689655,1,1,0.034482758620689655,goal,0.8333333333333334,1.0,0.8,0.8333333333333334,21.666666666666668,17.0,17.5,5,21.666666666666668,19.75,19.8
6,6,1,True,14,0.07142857142857142,1,1,0.07142857142857142,goal,0.8571428571428571,1.0,1.0,0.8571428571428571,19.333333333333332,18.6,17.0,6,19.333333333333332,18.6,18.833333333333332
7,7,1,True,19,0.05263157894736842,1,1,0.05263157894736842,goal,0.875,1.0,1.0,0.875,20.666666666666668,19.6,17.25,7,20.666666666666668,19.6,18.857142857142858
8,8,1,True,15,0.06666666666666667,1,1,0.06666666666666667,goal,0.8888888888888888,1.0,1.0,0.8888888888888888,16.0,18.4,17.0,8,16.0,18.4,18.375
9,9,1,True,19,0.05263157894736842,1,1,0.05263157894736842,goal,0.9,1.0,1.0,0.9,17.666666666666668,19.2,17.2,9,17.666666666666668,19.2,18.444444444444443
