,iteration,success,reached_goal,num_steps,steps_efficiency,total_reward,final_reward,reward_per_step,termination_type,cumulative_success_rate,rolling_success_rate_3,rolling_success_rate_5,rolling_success_rate_10,rolling_avg_steps_3,rolling_avg_steps_5,rolling_avg_steps_10,cumulative_reward,rolling_avg_steps_success_3,rolling_avg_steps_success_5,rolling_avg_steps_success_10
0,0,1,True,6,0.16666666666666666,1.0,1.0,0.16666666666666666,goal,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0
1,1,1,True,6,0.16666666666666666,1.0,1.0,0.16666666666666666,goal,1.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0
2,2,0,False,0,0.0,0.0,0.0,0.0,error,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,4.0,4.0,4.0,2.0,6.0,6.0,6.0
3,3,1,True,6,0.16666666666666666,1.0,1.0,0.16666666666666666,goal,0.75,0.6666666666666666,0.75,0.75,4.0,4.5,4.5,3.0,6.0,6.0,6.0
4,4,1,True,6,0.16666666666666666,1.0,1.0,0.16666666666666666,goal,0.8,0.6666666666666666,0.8,0.8,4.0,4.8,4.8,4.0,6.0,6.0,6.0
5,5,1,True,6,0.16666666666666666,1.0,1.0,0.16666666666666666,goal,0.8333333333333334,1.0,0.8,0.8333333333333334,6.0,4.8,5.0,5.0,6.0,6.0,6.0
6,6,1,True,6,0.16666666666666666,1.0,1.0,0.16666666666666666,goal,0.8571428571428571,1.0,0.8,0.8571428571428571,6.0,4.8,5.142857142857143,6.0,6.0,6.0,6.0
7,7,1,True,6,0.16666666666666666,1.0,1.0,0.16666666666666666,goal,0.875,1.0,1.0,0.875,6.0,6.0,5.25,7.0,6.0,6.0,6.0
8,8,1,True,6,0.16666666666666666,1.0,1.0,0.16666666666666666,goal,0.8888888888888888,1.0,1.0,0.8888888888888888,6.0,6.0,5.333333333333333,8.0,6.0,6.0,6.0
9,9,1,True,6,0.16666666666666666,1.0,1.0,0.16666666666666666,goal,0.9,1.0,1.0,0.9,6.0,6.0,5.4,9.0,6.0,6.0,6.0
