,iteration,success,reached_goal,num_steps,steps_efficiency,total_reward,final_reward,reward_per_step,termination_type,cumulative_success_rate,rolling_success_rate_3,rolling_success_rate_5,rolling_success_rate_10,rolling_avg_steps_3,rolling_avg_steps_5,rolling_avg_steps_10,cumulative_reward,rolling_avg_steps_success_3,rolling_avg_steps_success_5,rolling_avg_steps_success_10
0,0,1,True,6,0.16666666666666666,1,1,0.16666666666666666,goal,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1,6.0,6.0,6.0
1,1,1,True,8,0.125,1,1,0.125,goal,1.0,1.0,1.0,1.0,7.0,7.0,7.0,2,7.0,7.0,7.0
2,2,0,False,4,0.25,0,0,0.0,hole,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.0,6.0,6.0,2,7.0,7.0,7.0
3,3,1,True,7,0.14285714285714285,1,1,0.14285714285714285,goal,0.75,0.6666666666666666,0.75,0.75,6.333333333333333,6.25,6.25,3,7.5,7.0,7.0
4,4,0,False,3,0.3333333333333333,0,0,0.0,hole,0.6,0.3333333333333333,0.6,0.6,4.666666666666667,5.6,5.6,3,7.0,7.0,7.0
5,5,1,True,6,0.16666666666666666,1,1,0.16666666666666666,goal,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,5.333333333333333,5.6,5.666666666666667,4,6.5,7.0,6.75
6,6,0,False,3,0.3333333333333333,0,0,0.0,hole,0.5714285714285714,0.3333333333333333,0.4,0.5714285714285714,4.0,4.6,5.285714285714286,4,6.0,6.5,6.75
7,7,1,True,6,0.16666666666666666,1,1,0.16666666666666666,goal,0.625,0.6666666666666666,0.6,0.625,5.0,5.0,5.375,5,6.0,6.333333333333333,6.6
8,8,0,False,3,0.3333333333333333,0,0,0.0,hole,0.5555555555555556,0.3333333333333333,0.4,0.5555555555555556,4.0,4.2,5.111111111111111,5,6.0,6.0,6.6
9,9,0,False,6,0.16666666666666666,0,0,0.0,hole,0.5,0.3333333333333333,0.4,0.5,5.0,4.8,5.2,5,6.0,6.0,6.6
